date,close,volume,active_addresses,tx_count
2022-09-06,1559.28,126735.42507111,506982,1076929
2022-09-07,1630.02,121588.03271909,481829,1068296
2022-09-08,1635.4,93292.13521667,508057,1078689
2022-09-09,1718.13,106802.11666073,519562,1093966
2022-09-10,1774.11,56756.40836012,496883,998158
2022-09-11,1766.2,52664.33457923,491233,1024482
2022-09-12,1716.4,77716.60360592,485852,1068969
2022-09-13,1574.21,145167.58668036,523705,1093205
2022-09-14,1638.1,81692.20208036,573357,1109172
2022-09-15,1472.73,134968.84780315,646709,1265640
2022-09-16,1434.13,115386.24321467,666896,1311849
2022-09-17,1468.59,60718.88116713,698249,1322077
2022-09-18,1334.6,92776.92979228,512039,1156893
2022-09-19,1376.05,129475.92922189,489805,1138210
2022-09-20,1323.27,72519.00806321,491038,1149031
2022-09-21,1245.86,160855.92902213,484980,1100130
2022-09-22,1326.37,124349.85996093,483507,1118297
2022-09-23,1326.91,116040.70718491,499931,1119895
2022-09-24,1317.01,144555.51487205,522080,1109206
2022-09-25,1294.82,148366.32019116,479298,1107217
2022-09-26,1336.05,756624.10910475,493645,1141218
2022-09-27,1328.02,1185056.74945208,555088,1214294
2022-09-28,1337.08,1194181.57724441,472581,1109706
2022-09-29,1335.56,126026.93605851,490188,1129558
2022-09-30,1328.56,124458.56410034,484535,1225886
2022-10-01,1311.69,48641.01007258,485677,1158038
2022-10-02,1276.65,82056.3296838,490309,1163876
2022-10-03,1323.17,134123.43201683,454753,1307142
2022-10-04,1361.48,103227.73462884,478071,1185269
2022-10-05,1352.45,96805.50097224,494940,1169356
2022-10-06,1352.21,121886.33382011,554370,1202667
2022-10-07,1331.1,80292.98045139,543473,1180358
2022-10-08,1315.39,40710.42885386,580345,1180084
2022-10-09,1323.17,39503.15414288,585311,1068531
2022-10-10,1290.22,86296.18969978,596926,1123390
2022-10-11,1280.32,86206.17879028,575645,1130309
2022-10-12,1294.23,385058.6214806,557899,1074204
2022-10-13,1286.97,873556.53312564,533764,1124129
2022-10-14,1296.31,558858.14787737,547755,1071895
2022-10-15,1274.76,247915.8574166,590641,1037870
2022-10-16,1305.61,237740.16054392,495690,980678
2022-10-17,1331.24,331456.20186698,478307,1073063
2022-10-18,1310.8,306690.27446865,442717,1062562
2022-10-19,1285.26,206096.60069316,462799,1088602
2022-10-20,1282.72,309520.5994559,503252,1155589
2022-10-21,1299.64,207003.59575451,489561,1116822
2022-10-22,1313.61,85215.84591012,503130,959417
2022-10-23,1364.04,145633.2585151,481224,1009771
2022-10-24,1343.53,180297.26516961,503643,1039240
2022-10-25,1459.57,289573.25396759,477854,1048003
2022-10-26,1566.18,363363.87902403,501034,1104723
2022-10-27,1514.15,328268.93079677,518491,1111785
2022-10-28,1554.5,255454.17582913,461379,1059633
2022-10-29,1619.66,211341.14649354,469781,1038800
2022-10-30,1590.6,137456.77718785,483185,1033475
2022-10-31,1572.76,214174.78980461,476136,1063248
2022-11-01,1578.54,193051.87664592,497231,1071986
2022-11-02,1518.54,279311.392818,498423,1015945
2022-11-03,1530.99,61017.99540257,511457,1093977
2022-11-04,1644.92,106129.16608429,490402,1014135
2022-11-05,1627.14,37683.26706841,527978,952067
2022-11-06,1568.19,47009.63484558,482454,962845
